Order_ID,Order_Date,Shipment_Date,Delivery_Date,Month,Quarter,Year,Region,Warehouse,Supplier,Product_Category,Product,Units_Ordered,Units_Shipped,Inventory_On_Hand,Reorder_Level,Lead_Time_Days,Delivery_Status,Delivery_Delay_Days,Transportation_Cost,Inventory_Holding_Cost,Demand_Forecast,Actual_Demand
ORD-1402,2024-06-23,2024-06-26,2024-07-06,Jun,Q2,2024,South,Chennai-W3,GlobalLink Supply,Automotive,Battery,491,490,1311,634,10,On-Time,0,17562.69,15140.32,478,416
ORD-1403,2024-09-10,2024-09-12,2024-09-20,Sep,Q3,2024,South,Chennai-W3,JetStream Logistics,Electronics,Smart Watch,72,61,1063,666,8,Delayed,9,22744.41,16574.9,446,396
ORD-1404,2025-04-08,2025-04-10,2025-04-15,Apr,Q2,2025,North,Delhi-W1,GlobalLink Supply,FMCG,Shampoo,233,208,1426,242,5,Delayed,5,12281.13,10267.09,364,332
ORD-1405,2024-01-25,2024-01-27,2024-02-05,Jan,Q1,2024,South,Bengaluru-W4,ClearPath Distributors,Apparel,Sneakers,410,387,1862,792,9,Delayed,6,28891.41,7338.62,385,425
ORD-1406,2025-09-19,2025-09-22,2025-10-03,Sep,Q3,2025,South,Chennai-W3,JetStream Logistics,Apparel,T-Shirt,313,310,1481,522,11,On-Time,0,9993.49,8580.64,290,356
ORD-1407,2025-01-10,2025-01-11,2025-01-23,Jan,Q1,2025,North,Delhi-W1,ClearPath Distributors,Apparel,Jeans,326,282,1079,744,12,On-Time,0,36627.96,15557.12,381,429
ORD-1408,2024-12-27,2024-12-29,2025-01-08,Dec,Q4,2024,West,Ahmedabad-W8,Apex Logistics,Electronics,Tablet,226,207,1126,689,10,On-Time,0,26157.37,11574.28,468,462
ORD-1409,2024-10-26,2024-10-28,2024-11-08,Oct,Q4,2024,East,Kolkata-W5,Delta Freight,Pharma,Paracetamol,91,82,466,445,11,On-Time,0,8462.63,4965.79,104,97
ORD-1410,2025-05-23,2025-05-24,2025-06-08,May,Q2,2025,South,Chennai-W3,EcoShip India,Pharma,Vitamin C,292,263,1009,171,15,Delayed,2,5991.65,16435.8,550,467
ORD-1411,2025-10-22,2025-10-24,2025-11-01,Oct,Q4,2025,East,Bhubaneswar-W6,HyperChain Corp,Automotive,Battery,284,254,370,463,8,Delayed,5,15205.19,8694.24,207,187
ORD-1412,2024-02-18,2024-02-19,2024-02-26,Feb,Q1,2024,East,Bhubaneswar-W6,ClearPath Distributors,Automotive,Engine Oil,414,385,473,329,7,On-Time,0,36178.67,13994.41,102,118
ORD-1413,2024-04-29,2024-04-30,2024-05-07,Apr,Q2,2024,South,Bengaluru-W4,EcoShip India,Apparel,Jeans,155,144,171,474,7,On-Time,0,11657.49,10071.72,124,123
ORD-1414,2024-05-04,2024-05-05,2024-05-13,May,Q2,2024,West,Mumbai-W7,HyperChain Corp,Apparel,Jeans,52,51,1218,669,8,On-Time,0,36745.31,10530.39,223,188
ORD-1415,2025-08-10,2025-08-13,2025-08-17,Aug,Q3,2025,West,Ahmedabad-W8,BlueStar Supply Co,Pharma,Paracetamol,121,115,339,465,4,Delayed,10,42839.46,10027.51,80,87
ORD-1416,2025-09-14,2025-09-17,2025-09-22,Sep,Q3,2025,South,Bengaluru-W4,Delta Freight,Electronics,Laptop,325,317,1486,239,5,On-Time,0,22749.06,10828.38,362,348
ORD-1417,2024-02-27,2024-03-01,2024-03-08,Feb,Q1,2024,West,Mumbai-W7,GlobalLink Supply,Apparel,Sneakers,240,204,806,509,7,On-Time,0,25050.92,12098.59,163,150
ORD-1418,2025-03-30,2025-04-02,2025-04-10,Mar,Q1,2025,West,Ahmedabad-W8,ClearPath Distributors,Pharma,Face Mask,121,118,1324,238,8,Delayed,5,26357.59,17615.46,174,211
ORD-1419,2025-08-27,2025-08-29,2025-09-01,Aug,Q3,2025,North,Lucknow-W2,EcoShip India,Pharma,Vitamin C,334,307,1263,290,3,Delayed,7,18025.84,10830.54,521,461
ORD-1420,2025-08-22,2025-08-24,2025-09-02,Aug,Q3,2025,West,Mumbai-W7,Apex Logistics,Electronics,Smartphone,184,164,1411,633,9,Delayed,5,23772.05,10853.96,414,392
ORD-1421,2024-01-30,2024-01-31,2024-02-14,Jan,Q1,2024,East,Bhubaneswar-W6,BlueStar Supply Co,Automotive,Tyre,347,319,993,414,14,On-Time,0,26421.83,14496.41,95,101
ORD-1422,2025-08-12,2025-08-13,2025-08-28,Aug,Q3,2025,East,Kolkata-W5,JetStream Logistics,Electronics,Smartphone,213,195,1519,288,15,On-Time,0,7379.97,8500.94,425,365
ORD-1423,2024-12-30,2024-12-31,2025-01-06,Dec,Q4,2024,East,Kolkata-W5,IndoTrans Pvt Ltd,FMCG,Shampoo,441,381,1641,321,6,On-Time,0,44259.94,16882.8,436,390
ORD-1424,2024-10-04,2024-10-07,2024-10-20,Oct,Q4,2024,East,Kolkata-W5,IndoTrans Pvt Ltd,Automotive,Tyre,471,410,380,680,13,Delayed,8,23539.75,18576.33,103,123
ORD-1425,2024-06-07,2024-06-10,2024-06-15,Jun,Q2,2024,South,Chennai-W3,GlobalLink Supply,Pharma,Paracetamol,109,106,1991,167,5,On-Time,0,19020.81,8526.23,447,458
ORD-1426,2025-09-03,2025-09-06,2025-09-20,Sep,Q3,2025,East,Kolkata-W5,EcoShip India,Electronics,Laptop,163,141,1521,295,14,On-Time,0,18834.27,5777.14,77,80
ORD-1427,2024-04-24,2024-04-25,2024-04-27,Apr,Q2,2024,West,Ahmedabad-W8,Apex Logistics,FMCG,Detergent,66,63,1151,757,2,Delayed,2,45883.82,2779.07,207,194
ORD-1428,2024-04-08,2024-04-09,2024-04-20,Apr,Q2,2024,South,Chennai-W3,ClearPath Distributors,Apparel,T-Shirt,96,83,1628,434,11,On-Time,0,20652.64,4890.03,329,296
ORD-1429,2025-09-19,2025-09-20,2025-09-30,Sep,Q3,2025,North,Delhi-W1,JetStream Logistics,Electronics,Smartphone,416,365,677,325,10,On-Time,0,29170.69,19524.44,105,90
ORD-1430,2025-05-31,2025-06-03,2025-06-12,May,Q2,2025,East,Kolkata-W5,HyperChain Corp,Electronics,Smartphone,477,430,877,584,9,Delayed,4,23341.01,15705.37,169,200
ORD-1431,2024-04-22,2024-04-25,2024-04-29,Apr,Q2,2024,West,Ahmedabad-W8,EcoShip India,Automotive,Brake Pad,92,82,336,544,4,Delayed,10,38127.85,14366.84,459,470
ORD-1432,2025-07-21,2025-07-23,2025-07-29,Jul,Q3,2025,West,Mumbai-W7,BlueStar Supply Co,Pharma,Sanitizer,141,120,1480,653,6,On-Time,0,22836.64,11407.92,321,386
ORD-1433,2024-05-26,2024-05-28,2024-06-05,May,Q2,2024,North,Delhi-W1,BlueStar Supply Co,Apparel,Jeans,223,196,1828,563,8,Delayed,7,37634.02,7013.33,448,405
ORD-1434,2025-08-30,2025-09-01,2025-09-15,Aug,Q3,2025,West,Ahmedabad-W8,HyperChain Corp,Automotive,Battery,298,276,401,615,14,Delayed,5,27020.36,6154.79,87,108
ORD-1435,2024-02-24,2024-02-25,2024-03-05,Feb,Q1,2024,North,Delhi-W1,GlobalLink Supply,Automotive,Tyre,128,114,1376,248,9,On-Time,0,34748.63,11359.08,326,292
ORD-1436,2024-07-25,2024-07-27,2024-08-08,Jul,Q3,2024,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Apparel,Jacket,464,454,1219,168,12,On-Time,0,6421.93,9747.32,430,508
ORD-1437,2025-04-05,2025-04-07,2025-04-22,Apr,Q2,2025,West,Ahmedabad-W8,HyperChain Corp,Electronics,Laptop,140,130,1862,460,15,On-Time,0,12386.49,9752.26,216,199
ORD-1438,2025-05-14,2025-05-15,2025-05-26,May,Q2,2025,West,Ahmedabad-W8,HyperChain Corp,Automotive,Engine Oil,309,265,639,656,11,On-Time,0,22000.9,14176.78,514,432
ORD-1439,2024-11-24,2024-11-25,2024-11-27,Nov,Q4,2024,North,Delhi-W1,FastTrack Carriers,Apparel,T-Shirt,441,433,798,539,2,Delayed,6,49637.55,9414.73,72,68
ORD-1440,2024-09-10,2024-09-11,2024-09-23,Sep,Q3,2024,East,Kolkata-W5,BlueStar Supply Co,Apparel,T-Shirt,222,194,1202,483,12,Delayed,7,30562.22,18225.38,142,176
ORD-1441,2025-04-25,2025-04-28,2025-04-30,Apr,Q2,2025,East,Bhubaneswar-W6,JetStream Logistics,Pharma,Sanitizer,343,296,1100,252,2,On-Time,0,14265.87,10941.17,503,455
ORD-1442,2024-12-13,2024-12-14,2024-12-25,Dec,Q4,2024,East,Bhubaneswar-W6,GlobalLink Supply,FMCG,Cooking Oil,375,366,1712,227,11,On-Time,0,29112.53,7172.4,58,64
ORD-1443,2025-08-10,2025-08-12,2025-08-26,Aug,Q3,2025,South,Chennai-W3,JetStream Logistics,Electronics,Tablet,189,162,1740,693,14,On-Time,0,14438.26,16321.73,421,373
ORD-1444,2025-05-31,2025-06-02,2025-06-10,May,Q2,2025,East,Kolkata-W5,GlobalLink Supply,Pharma,Sanitizer,369,342,1475,710,8,Delayed,1,33252.98,11292.03,139,135
ORD-1445,2024-08-06,2024-08-09,2024-08-24,Aug,Q3,2024,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Automotive,Battery,339,325,222,684,15,Delayed,8,11648.47,4708.51,431,390
ORD-1446,2025-03-21,2025-03-23,2025-03-30,Mar,Q1,2025,North,Delhi-W1,GlobalLink Supply,Apparel,Jacket,380,332,1506,765,7,Delayed,4,10110.14,5454.49,184,165
ORD-1447,2024-11-13,2024-11-15,2024-11-24,Nov,Q4,2024,West,Ahmedabad-W8,Apex Logistics,FMCG,Shampoo,189,164,629,434,9,On-Time,0,12919.33,17345.38,406,409
ORD-1448,2024-01-21,2024-01-22,2024-02-06,Jan,Q1,2024,North,Lucknow-W2,JetStream Logistics,Apparel,T-Shirt,258,254,1475,242,15,On-Time,0,42791.47,17169.5,135,160
ORD-1449,2025-05-27,2025-05-28,2025-06-07,May,Q2,2025,East,Bhubaneswar-W6,BlueStar Supply Co,FMCG,Detergent,445,432,774,748,10,On-Time,0,41262.87,15391.26,502,518
ORD-1450,2024-05-27,2024-05-28,2024-06-01,May,Q2,2024,South,Bengaluru-W4,HyperChain Corp,Pharma,Sanitizer,491,460,1104,696,4,On-Time,0,47691.99,7696.82,253,256
ORD-1451,2024-09-09,2024-09-11,2024-09-25,Sep,Q3,2024,South,Bengaluru-W4,HyperChain Corp,Apparel,Jacket,60,56,1953,770,14,Delayed,1,36080.71,16198.45,145,162
ORD-1452,2025-01-28,2025-01-30,2025-02-11,Jan,Q1,2025,East,Kolkata-W5,IndoTrans Pvt Ltd,FMCG,Cooking Oil,248,211,904,411,12,On-Time,0,47134.51,15620.02,169,192
ORD-1453,2024-06-13,2024-06-15,2024-06-27,Jun,Q2,2024,East,Bhubaneswar-W6,Apex Logistics,Apparel,T-Shirt,471,455,1106,632,12,On-Time,0,46692.37,7989.0,294,256
ORD-1454,2024-04-12,2024-04-13,2024-04-26,Apr,Q2,2024,East,Kolkata-W5,FastTrack Carriers,Pharma,Sanitizer,282,269,1660,203,13,On-Time,0,13268.28,9981.29,314,368
ORD-1455,2025-02-14,2025-02-15,2025-02-27,Feb,Q1,2025,East,Bhubaneswar-W6,JetStream Logistics,Electronics,Laptop,130,115,1561,283,12,On-Time,0,35858.9,16267.56,199,203
ORD-1456,2024-05-16,2024-05-18,2024-05-22,May,Q2,2024,East,Bhubaneswar-W6,Delta Freight,Electronics,Smart Watch,238,208,1894,536,4,On-Time,0,44795.36,6040.77,59,51
ORD-1457,2025-10-24,2025-10-27,2025-11-08,Oct,Q4,2025,South,Chennai-W3,HyperChain Corp,FMCG,Biscuits,409,399,201,560,12,On-Time,0,32017.67,4686.52,197,228
ORD-1458,2025-08-03,2025-08-04,2025-08-06,Aug,Q3,2025,West,Ahmedabad-W8,HyperChain Corp,Electronics,Smartphone,415,365,1865,422,2,Delayed,8,22193.31,9763.55,150,145
ORD-1459,2024-10-16,2024-10-19,2024-10-31,Oct,Q4,2024,South,Bengaluru-W4,ClearPath Distributors,Pharma,Vitamin C,64,57,636,391,12,On-Time,0,45829.77,8653.48,412,390
ORD-1460,2024-03-28,2024-03-29,2024-04-07,Mar,Q1,2024,South,Bengaluru-W4,GlobalLink Supply,FMCG,Cooking Oil,412,376,1323,412,9,Delayed,9,7643.85,7991.53,158,160
ORD-1461,2024-12-28,2024-12-31,2025-01-12,Dec,Q4,2024,North,Delhi-W1,EcoShip India,Automotive,Battery,204,203,1474,529,12,Delayed,9,6850.62,5228.7,126,126
ORD-1462,2024-12-13,2024-12-15,2024-12-19,Dec,Q4,2024,North,Lucknow-W2,IndoTrans Pvt Ltd,Pharma,Vitamin C,183,158,190,280,4,On-Time,0,48801.72,7058.01,262,224
ORD-1463,2024-10-16,2024-10-18,2024-10-29,Oct,Q4,2024,East,Bhubaneswar-W6,GlobalLink Supply,FMCG,Biscuits,427,426,1664,304,11,On-Time,0,46528.38,13459.74,217,265
ORD-1464,2024-06-01,2024-06-02,2024-06-07,Jun,Q2,2024,South,Chennai-W3,HyperChain Corp,Apparel,Jeans,411,378,337,656,5,Delayed,6,49496.84,12095.38,273,274
ORD-1465,2024-05-31,2024-06-01,2024-06-08,May,Q2,2024,North,Delhi-W1,EcoShip India,FMCG,Shampoo,433,401,658,726,7,On-Time,0,31355.48,12503.85,42,42
ORD-1466,2025-08-07,2025-08-08,2025-08-16,Aug,Q3,2025,North,Delhi-W1,HyperChain Corp,Electronics,Tablet,63,56,1493,274,8,On-Time,0,31565.23,19121.96,434,468
ORD-1467,2024-01-30,2024-01-31,2024-02-09,Jan,Q1,2024,West,Ahmedabad-W8,EcoShip India,Automotive,Brake Pad,218,217,1443,787,9,On-Time,0,19621.2,15167.81,482,415
ORD-1468,2025-08-05,2025-08-06,2025-08-11,Aug,Q3,2025,North,Lucknow-W2,FastTrack Carriers,Electronics,Laptop,330,327,881,244,5,On-Time,0,13010.49,19370.89,463,483
ORD-1469,2024-01-22,2024-01-23,2024-01-27,Jan,Q1,2024,West,Ahmedabad-W8,EcoShip India,FMCG,Detergent,202,186,985,467,4,On-Time,0,32158.11,8462.8,100,89
ORD-1470,2025-06-08,2025-06-09,2025-06-18,Jun,Q2,2025,West,Ahmedabad-W8,HyperChain Corp,Apparel,Sneakers,96,92,1760,527,9,On-Time,0,24534.77,9668.31,60,60
ORD-1471,2025-04-19,2025-04-22,2025-04-27,Apr,Q2,2025,South,Bengaluru-W4,IndoTrans Pvt Ltd,Automotive,Brake Pad,198,182,262,639,5,On-Time,0,49288.38,14317.65,219,193
ORD-1472,2025-06-19,2025-06-21,2025-06-27,Jun,Q2,2025,North,Delhi-W1,Apex Logistics,Automotive,Brake Pad,311,284,293,625,6,On-Time,0,30581.52,6560.85,175,170
ORD-1473,2025-05-30,2025-05-31,2025-06-03,May,Q2,2025,West,Mumbai-W7,ClearPath Distributors,Pharma,Paracetamol,92,83,1542,454,3,On-Time,0,37584.26,15632.38,283,270
ORD-1474,2024-09-28,2024-09-30,2024-10-15,Sep,Q3,2024,South,Chennai-W3,ClearPath Distributors,Electronics,Tablet,496,471,988,697,15,Delayed,7,10250.52,5091.24,279,284
ORD-1475,2025-02-18,2025-02-21,2025-03-06,Feb,Q1,2025,West,Ahmedabad-W8,JetStream Logistics,Automotive,Tyre,403,383,1513,554,13,On-Time,0,8943.58,4432.05,115,137
ORD-1476,2024-01-17,2024-01-20,2024-01-25,Jan,Q1,2024,North,Delhi-W1,HyperChain Corp,FMCG,Shampoo,273,266,1857,701,5,Delayed,5,39637.45,4666.98,207,256
ORD-1477,2024-06-19,2024-06-20,2024-07-03,Jun,Q2,2024,West,Ahmedabad-W8,HyperChain Corp,Electronics,Smart Watch,349,309,703,733,13,On-Time,0,22628.0,8009.3,96,92
ORD-1478,2025-12-31,2026-01-02,2026-01-10,Dec,Q4,2025,West,Ahmedabad-W8,Apex Logistics,Pharma,Face Mask,298,276,1584,776,8,On-Time,0,45728.29,17617.42,171,158
ORD-1479,2025-06-24,2025-06-25,2025-07-03,Jun,Q2,2025,East,Kolkata-W5,EcoShip India,Pharma,Face Mask,109,100,1423,505,8,On-Time,0,24630.35,4904.0,360,411
ORD-1480,2024-12-18,2024-12-20,2024-12-25,Dec,Q4,2024,South,Bengaluru-W4,JetStream Logistics,Pharma,Vitamin C,200,191,899,576,5,On-Time,0,35289.83,15222.52,442,447
ORD-1481,2024-06-14,2024-06-17,2024-06-22,Jun,Q2,2024,East,Kolkata-W5,HyperChain Corp,FMCG,Shampoo,152,132,1107,253,5,On-Time,0,47437.46,10887.05,141,160
ORD-1482,2024-02-18,2024-02-19,2024-02-26,Feb,Q1,2024,East,Bhubaneswar-W6,ClearPath Distributors,FMCG,Detergent,463,397,981,266,7,On-Time,0,10430.96,6033.72,205,172
ORD-1483,2024-12-29,2024-12-30,2025-01-13,Dec,Q4,2024,East,Kolkata-W5,IndoTrans Pvt Ltd,Automotive,Brake Pad,411,352,996,618,14,On-Time,0,39009.4,19543.88,459,440
ORD-1484,2024-04-14,2024-04-17,2024-04-19,Apr,Q2,2024,North,Delhi-W1,BlueStar Supply Co,FMCG,Biscuits,130,124,1550,602,2,On-Time,0,27427.6,17668.87,124,118
ORD-1485,2024-12-08,2024-12-09,2024-12-12,Dec,Q4,2024,South,Bengaluru-W4,GlobalLink Supply,Electronics,Smartphone,477,463,799,443,3,On-Time,0,8835.52,8703.85,411,426
ORD-1486,2025-10-06,2025-10-09,2025-10-14,Oct,Q4,2025,South,Bengaluru-W4,Delta Freight,FMCG,Cooking Oil,261,257,1939,619,5,On-Time,0,28226.99,14279.58,53,55
ORD-1487,2024-01-11,2024-01-14,2024-01-28,Jan,Q1,2024,North,Delhi-W1,FastTrack Carriers,Apparel,Sneakers,445,389,225,552,14,On-Time,0,34707.93,13546.38,516,502
ORD-1488,2025-10-08,2025-10-11,2025-10-25,Oct,Q4,2025,East,Bhubaneswar-W6,GlobalLink Supply,Automotive,Tyre,419,402,1962,502,14,Delayed,5,45509.38,12987.22,124,115
ORD-1489,2025-04-01,2025-04-04,2025-04-09,Apr,Q2,2025,West,Ahmedabad-W8,GlobalLink Supply,FMCG,Biscuits,93,79,785,549,5,On-Time,0,38302.35,4268.1,288,316
ORD-1490,2024-04-05,2024-04-08,2024-04-18,Apr,Q2,2024,East,Bhubaneswar-W6,ClearPath Distributors,Electronics,Laptop,457,425,629,397,10,On-Time,0,18677.39,9609.43,251,298
ORD-1491,2024-03-02,2024-03-04,2024-03-10,Mar,Q1,2024,East,Kolkata-W5,Apex Logistics,Electronics,Smart Watch,202,189,110,614,6,On-Time,0,15624.38,15423.65,345,337
ORD-1492,2025-10-04,2025-10-07,2025-10-17,Oct,Q4,2025,South,Bengaluru-W4,EcoShip India,Apparel,Jeans,415,376,1610,403,10,Delayed,9,31206.61,16811.17,219,224
ORD-1493,2024-05-30,2024-06-02,2024-06-10,May,Q2,2024,West,Mumbai-W7,BlueStar Supply Co,Electronics,Smart Watch,116,106,1013,229,8,On-Time,0,28681.5,12588.31,339,305
ORD-1494,2024-09-27,2024-09-30,2024-10-09,Sep,Q3,2024,West,Ahmedabad-W8,HyperChain Corp,Pharma,Vitamin C,123,113,1092,618,9,Delayed,9,43847.22,4125.05,145,148
ORD-1495,2024-02-03,2024-02-06,2024-02-10,Feb,Q1,2024,East,Kolkata-W5,JetStream Logistics,Pharma,Paracetamol,111,100,693,191,4,On-Time,0,10298.4,7488.64,212,231
ORD-1496,2025-05-12,2025-05-13,2025-05-27,May,Q2,2025,South,Chennai-W3,JetStream Logistics,Pharma,Paracetamol,206,202,541,337,14,On-Time,0,26995.71,4201.9,180,218
ORD-1497,2024-02-15,2024-02-17,2024-02-26,Feb,Q1,2024,East,Bhubaneswar-W6,FastTrack Carriers,Pharma,Face Mask,477,456,1340,285,9,On-Time,0,27714.37,10296.85,288,270
ORD-1498,2024-06-01,2024-06-04,2024-06-11,Jun,Q2,2024,North,Lucknow-W2,GlobalLink Supply,FMCG,Cooking Oil,223,207,1473,603,7,On-Time,0,34066.24,17587.16,325,402
ORD-1499,2025-10-07,2025-10-10,2025-10-16,Oct,Q4,2025,North,Delhi-W1,Delta Freight,Automotive,Brake Pad,341,316,1637,637,6,On-Time,0,5839.88,13848.58,272,312
ORD-1500,2024-01-20,2024-01-22,2024-02-05,Jan,Q1,2024,South,Chennai-W3,JetStream Logistics,Pharma,Paracetamol,463,430,756,561,14,On-Time,0,27116.29,18809.28,208,214
